ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	MASK_ITEM_TYPE	MASK_ITEM_SUBTYPE
27054	¿‘πÆ¿⁄øÎ ∫∏∂Ûªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	10	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27100	≥Ïªˆπ∞æ‡ (º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	10	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27101	≥Ïªˆπ∞æ‡ (¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	20	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27102	≥Ïªˆπ∞æ‡ (¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	30	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27103	∫∏∂Ûªˆπ∞æ‡ (º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	10	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27104	∫∏∂Ûªˆπ∞æ‡ (¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	20	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27105	∫∏∂Ûªˆπ∞æ‡ (¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	40	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27110	≥Ïªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	10	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27111	≥Ïªˆπ∞æ‡(¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	20	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27112	≥Ïªˆπ∞æ‡(¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	30	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27113	∫∏∂Ûªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	10	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27114	∫∏∂Ûªˆπ∞æ‡(¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	20	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27115	∫∏∂Ûªˆπ∞æ‡(¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	30	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27116	∫–»´ªˆπ∞æ‡(º“)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	50	0	0	0	LEVEL	24	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27117	∫–»´ªˆπ∞æ‡(¡ﬂ)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	50	0	0	0	LEVEL	24	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27118	∫–»´ªˆπ∞æ‡(¥Î)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	50	0	0	0	LEVEL	32	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27119	«œ¥√ªˆπ∞æ‡(º“)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	50	0	0	0	LEVEL	36	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27120	«œ¥√ªˆπ∞æ‡(¡ﬂ)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	50	0	0	0	LEVEL	40	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27121	«œ¥√ªˆπ∞æ‡(¥Î)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		1000	50	0	0	0	LEVEL	44	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27400	≥¨Ω√¥Î+1	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON		5000	5000	27410	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	5	10	100	27400	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27410	≥¨Ω√¥Î+2	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON		10000	10000	27420	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	10	20	88	27400	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27420	≥¨Ω√¥Î+3	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON		15000	15000	27430	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	20	40	77	27410	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27430	≥¨Ω√¥Î+4	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON		20000	20000	27440	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	40	40	80	66	27420	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27440	≥¨Ω√¥Î+5	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON		25000	25000	27450	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	60	120	55	27430	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27450	≥¨Ω√¥Î+6	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		30000	30000	27460	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	70	140	44	27440	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27460	≥¨Ω√¥Î+7	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		35000	35000	27470	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	70	80	160	33	27450	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27470	≥¨Ω√¥Î+8	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		40000	40000	27480	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	80	90	180	33	27460	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27480	≥¨Ω√¥Î+9	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		45000	45000	27490	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	90	100	200	33	27470	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27490	≥¨Ω√¥Î+10	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		50000	50000	27500	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100	110	220	33	27480	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27500	≥¨Ω√¥Î+11	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		55000	55000	27510	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	110	120	240	33	27490	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27510	≥¨Ω√¥Î+12	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		60000	60000	27520	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	120	130	260	33	27500	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27520	≥¨Ω√¥Î+13	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		65000	65000	27530	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	130	140	280	33	27510	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27530	≥¨Ω√¥Î+14	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		70000	70000	27540	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	140	150	300	33	27520	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27540	≥¨Ω√¥Î+15	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		75000	75000	27550	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	150	160	320	33	27530	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27550	≥¨Ω√¥Î+16	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		80000	80000	27560	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	160	170	340	33	27540	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27560	≥¨Ω√¥Î+17	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		85000	85000	27570	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	170	180	360	33	27550	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27570	≥¨Ω√¥Î+18	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		90000	90000	27580	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	190	380	33	27560	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27580	≥¨Ω√¥Î+19	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		95000	95000	27590	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	190	200	400	33	27570	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27590	≥¨Ω√¥Î+20	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON		100000	100000	0	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	200	210	420	33	27580	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27600	∏¥⁄∫“	ITEM_CAMPFIRE	0	1	NONE	NONE	NONE		20000	20000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27610	æÓΩ…»Ø	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27620	ø˘∞£æÓΩ…	ITEM_NONE	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27799	ª˝º±ª¿	ITEM_RESOURCE	RESOURCE_FISHBONE	1	NONE	ITEM_STACKABLE	NONE		20	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_ETC	MASK_ITEM_SUBTYPE_ETC_ETC
27800	∂±π‰	ITEM_USE	USE_BAIT	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		10	10	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27801	¡ˆ∑∑¿Ã	ITEM_USE	USE_BAIT	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		40	40	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27802	««∂ÛπÃ	ITEM_USE	USE_BAIT	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE		150	150	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	40	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_NONE	0
27803	∫ÿæÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		280	280	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27804	ΩÓ∞°∏Æ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		340	340	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27805	ø˘√¥∫ÿæÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		340	340	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27806	¿◊æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		340	340	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27807	ø¨æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		340	340	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27808	«‚æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		400	400	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27809	º€æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		400	400	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	9	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27810	πŒπ∞¿ÂæÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		700	700	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27811	π´¡ˆ∞≥º€æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		800	800	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	11	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27812	∞≠º€æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		800	800	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	12	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27813	∑ØµÂ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		900	900	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	13	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27814	∆€ƒ°	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		900	900	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	14	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27815	≈Ÿƒ°	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27816	∏ﬁ±‚	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	16	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27817	πÃ≤Ÿ∂Û¡ˆ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	17	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27818	πÈ∑√	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		12000	12000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	18	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27819	¿∫æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		15000	15000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	19	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27820	∫˘æÓ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		17000	17000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
27821	Ω¨∏Æ	ITEM_FISH	FISH_ALIVE	1	NONE	NONE	NONE		18000	18000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	21	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
